"trim_name","gsis_id","season","last_name","first_name","team","name","position","age","team_rank","overall","speed","strength","agility","acceleration","awareness","catch","carrying","throw_power","throw_accuracy","trucking","elusiveness","bc_vision","stiff_arm","spin_move","juke_move","route","catch_in_traffic","spec._catch","release","jumping","throw_accuracy_short","throw_accuracy_mid","throw_accuracy_deep","throw_on_the_run","playaction","tackle","hit_power","power_moves","finesse_moves","block_shedding","pursuit","play_recognition","man_coverage","zone_coverage","press","kick_power","kick_accuracy","impact_blocking","run_block","pass_block","kick_return","toughness","stamina","injury","throw_under_pressure","break_sack","break_tackle","lead_block","run_block_power","pass_block_power","run_block_finesse","pass_block_finesse","short_route_runing","medium_route_running","deep_route_running","player_id"
"JEFFALLEN","0",2016,"Allen","Jeff","Texans","Jeff Allen","RG",NA,1,78,64,87,66,77,68,45,40,30,30,15,10,10,15,10,10,10,10,12,12,73,6,6,6,6,6,33,12,10,10,15,23,10,12,12,10,25,25,82,90,79,10,74,79,85,13.524,14.36167,5.5445,77.79967,82.56483,78.71117,81.52983,78.18067,10.024,5.37,5.290833,2534533
"JEFFALLEN","0",2015,"Allen","Jeff","Chiefs","Jeff Allen","RG",NA,1,75,65,83,66,77,72,45,40,30,6,15,10,10,15,10,10,10,10,12,12,73,6,6,6,6,6,33,12,10,10,15,23,10,12,12,10,25,25,82,83,74,10,74,79,85,11.8385,12,5.33,77.95917,78.907,75.82333,78.07183,73.68483,10,5,5.0925,2534533
"JEFFALLEN","0",2018,"Allen","Jeff","Texans","Jeff Allen","RG",28,2,70,65,87,66,78,74,45,40,30,6,15,10,10,15,10,10,6.666667,10,12,12,73,6,6,6,6,6,33,12,10,10,15,23,10,12,12,10,25,25,82,72,72,10,74,79,85,14,12,5,83,68,74,72,70,10,5,5,2534533
"JEFFBACA","0",2014,"Jeff","Baca","Vikings","Jeff Baca","LG",NA,3,71,71,85,61,70,56,35,40,35,5,15,10,10,10,10,10,15,15,15,15,74,5,5,5,5,5,44,45,10,10,35,23,10,12,12,10,21,25,77,78,79,10.41267,87,84,88,11.35883,12.0175,5.774833,74.43467,75.26017,77.49333,77.239,76.46017,14.88083,6.689,7.962833,2539954
"JEFFDEMPS","0",2014,"Jeff","Demps","Bucs","Jeff Demps","HB",NA,7,63,98,37,95,98,36,73,67,35,28.33333,55,84,65,42,82,94,63,60,74,40,93,35,30,20,15,15,25,15,15,25,25,25,20,15,25,15,18,15,25,35,37,75.447,87,84,69,14.99233,23.18967,78.48617,30.59883,22.41033,26.11933,20.21283,24.07133,56.34567,50.17583,45.4705,2532831
"JEFFDRISKEL","0",2018,"Driskel","Jeff","Bengals","Jeff Driskel","QB",25,3,68,85,68,82,86,62,36,68,91,70,62,72,82,54,49,72,16.66667,20,20,19,74,77,69,64,77,75,24,11,9,9,21,28,21,12,18,9,21,20,19,16,17,11,85,91,89,77,76,75,10,10,14,10,18,18,17,15,2555262
"JEFFDRISKEL","0",2016,"Driskel","Jeff","49ers","Jeff Driskel","QB",NA,3,66,85,68,82,86,62,36,68,91,68,62,69,82,54,49,72,18,20,20,19,74,77,71,65,77,75,24,11,9,9,21,28,21,12,18,9,21,20,19,21,17,11,85,91,89,72.5095,68.50483,71.25467,11.55033,10.62367,14.41183,10.58233,17.15433,18.63583,16.87017,14.04867,2555262
"JEFFDRISKEL","0",2017,"Driskel","Jeff","Bengals","Jeff Driskel","QB",NA,3,65,85,68,82,86,62,36,68,91,68,62,72,82,54,49,72,18,20,20,19,74,77,69,64,77,75,24,11,9,9,21,28,21,12,18,9,21,20,19,21,17,11,85,91,89,72.607,68.63883,72.056,11.74533,10.71367,14.41183,10.60233,17.19633,18.61783,16.558,14.01467,2555262
"JEFFFULLER","0",2016,"Fuller","Jeff","Seahawks","Jeff Fuller","WR",NA,9,62,85,67,79,86,56,78,75,35,35,69,52,70,65,74,70,48,82,67,85,88,15,10,5,10,5,35,40,10,10,45,28,20,15,30,18,30,30,60,62,54,35,72,87,76,17.49267,20.0785,56.95933,40.579,47.05783,33.58367,37.74317,33.58317,63.321,61.49767,59.1755,2532844
"JEFFFULLER","0",2016,"Fuller","Jeff","Seahawks","Jeff Fuller","WR",NA,9,62,85,67,79,86,56,78,75,35,35,69,52,70,65,74,70,48,82,67,85,88,15,10,5,10,5,35,40,10,10,45,28,20,15,30,18,30,30,60,62,54,35,72,87,76,17.49267,20.0785,56.95933,40.579,47.05783,33.58367,37.74317,33.58317,63.321,61.49767,59.1755,2534536
"JEFFFULLER","0",2016,"Fuller","Jeff","Seahawks","Jeff Fuller","WR",NA,9,62,85,67,79,86,56,78,75,35,35,69,52,70,65,74,70,48,82,67,85,88,15,10,5,10,5,35,40,10,10,45,28,20,15,30,18,30,30,60,62,54,35,72,87,76,17.49267,20.0785,56.95933,40.579,47.05783,33.58367,37.74317,33.58317,63.321,61.49767,59.1755,2534536
"JEFFHEATH","00-0030196",2015,"Heath","Jeff","Cowboys","Jeff Heath","FS",NA,2,71,88,68,83,88,58,55,65,20,6,40,35,44,25,39,49,15,45,39,25,90,6,6,6,6,6,66,65,45,52,63,75,64,66,75,62,24,29,45,45,45,45,81,85,91,13.15083,12.1345,24.62283,15.48467,35.7895,39.51933,36.872,36.989,21.45067,15.83717,14.993,2541832
"JEFFHEATH","00-0030196",2018,"Heath","Jeff","Cowboys","Jeff Heath","SS",27,1,76,89,68,83,89,77,62,65,20,6,40,35,44,25,39,49,11.66666667,45,39,25,87,6,6,6,6,6,67,76,45,52,45,69,77,73,75,62,66,62,65,35,35,45,81,85,91,15,15,20,20,35,35,35,35,15,10,10,2541832
"JEFFHEATH","00-0030196",2016,"Heath","Jeff","Cowboys","Jeff Heath","FS",NA,3,73,88,68,83,88,64,59,65,20,29,40,35,44,25,39,49,15,45,39,25,90,6,6,6,6,6,66,65,45,52,63,75,64,68,77,62,24,29,45,45,45,45,81,85,91,14.276,13.254,24.60583,15.28933,35.32367,39.31833,36.64617,36.50967,22.33983,15.7755,14.86733,2541832
"JEFFHEATH","00-0030196",2014,"Jeff","Heath","Cowboys","Jeff Heath","SS",NA,2,71,91,68,83,92,55,54,65,20,5,40,35,44,25,39,49,15,45,39,25,90,5,5,5,5,5,70,65,45,52,63,77,63,65,75,62,24,29,45,45,45,45.52433,81,85,91,13.257,16.082,24.88933,15.44533,35.84017,39.18633,36.927,37.175,21.19483,16.7095,15.777,2541832
"JEFFHEATH","00-0030196",2017,"Heath","Jeff","Cowboys","Jeff Heath","FS",NA,2,75,89,68,83,89,73,62,65,20,29,40,35,44,25,39,49,15,45,39,25,87,6,6,6,6,6,67,76,45,52,50,74,73,70,79,62,24,29,65,45,45,45,81,85,91,16.48683,12.97,24.70983,17.9745,37.946,39.45217,38.70583,38.8905,20.291,14.27017,14.897,2541832
"JEFFHEUERMAN","00-0032227",2018,"Heuerman","Jeff","Broncos","Jeff Heuerman","TE",25,1,74,79,75,74,87,66,79,74,40,10.33333,69,49,75,78,65,66,57,77,73,68,84,15,10,6,10,6,35,25,20,30,45,39,22,11,25,25,22,21,73,76,59,10,83,89,84,10,13,53,58,68,58,75,56,62,57,52,2552399
"JEFFHEUERMAN","00-0032227",2017,"Heuerman","Jeff","Broncos","Jeff Heuerman","TE",NA,2,74,79,75,74,87,63,79,74,40,35,69,52,74,77,63,65,58,76,72,68,84,15,10,6,10,6,35,25,20,30,45,39,22,11,25,25,22,21,74,74,68,10,83,89,84,13.192,16.414,54.28833,56.58483,69.46633,65.248,69.05917,60.83683,64.82867,60.07183,53.94783,2552399
"JEFFHEUERMAN","00-0032227",2015,"Heuerman","Jeff","Broncos","Jeff Heuerman","TE",NA,3,71,79,78,74,87,56,77,74,40,10.33333,69,52,74,77,63,65,45,76,71,68,84,15,10,6,10,6,35,25,20,30,45,39,22,11,25,25,22,21,74,66,68,10,83,89,84,10.673,14.49117,52.31667,58.82467,62.11917,64.49067,62.71417,59.1765,63.2435,57.907,53.20683,2552399
"JEFFHEUERMAN","00-0032227",2016,"Heuerman","Jeff","Broncos","Jeff Heuerman","TE",NA,2,71,79,78,74,87,57,77,74,40,35,69,52,74,77,63,65,45,76,71,68,84,15,10,6,10,6,35,25,20,30,45,39,22,11,25,25,22,21,74,73,68,10,83,89,84,12.9945,16.389,52.25267,59.01133,68.66617,65.48667,68.48967,59.99933,63.1185,58.08933,53.30417,2552399
"JEFFJANIS","00-0031001",2018,"Janis","Jeff","Browns","Jeff Janis","WR",27,7,69,91,71,92,91,66,79,72,23,10.33333333,50,55,71,46,73,81,72.33333333,77,80,64,90,15,10,6,10,6,40,15,10,10,35,35,25,15,25,17,15,19,42,33,38,81,65,88,95,18,22,61,22,15,20,11,20,71,72,74,2543750
"JEFFJANIS","00-0031001",2015,"Janis","Jeff","Packers","Jeff Janis","WR",NA,4,71,93,71,93,93,64,79,71,23,10.33333,50,55,71,46,73,83,67,78,85,66,90,15,10,6,10,6,40,15,10,10,35,35,25,15,25,17,15,19,42,40,38,45,65,88,95,18.32033,21.46917,62.88467,23.24183,23.42,21.24917,14.67833,21.1685,71.19133,71.60067,72.02867,2543750
"JEFFJANIS","00-0031001",2014,"Jeff","Janis","Packers","Jeff Janis","WR",NA,8,63,93,71,93,94,48,74,71,23,10,50,55,71,46,73,83,54,77,82,55,90,15,10,5,10,5,40,15,10,10,35,35,25,15,25,17,15,19,42,40,38,64.001,65,88,95,16.94633,20.92567,62.94983,23.91333,23.75333,21.1335,14.85683,20.549,65.57367,63.92183,65.24583,2543750
"JEFFJANIS","00-0031001",2017,"Janis","Jeff","Packers","Jeff Janis","WR",NA,4,68,92,71,92,92,62,79,72,23,31,50,55,71,46,73,81,70,77,80,64,90,15,10,6,10,6,40,15,10,10,35,35,25,15,25,17,15,19,42,40,38,81,65,88,95,18.28583,21.4215,62.24917,23.09217,23.04767,21.48483,13.83167,21.761,69.41533,69.928,71.76117,2543750
"JEFFJANIS","00-0031001",2016,"Janis","Jeff","Packers","Jeff Janis","WR",NA,4,71,92,71,93,92,69,80,73,23,31,50,55,71,46,73,83,74,79,86,66,90,15,10,6,10,6,40,15,10,10,35,35,25,15,25,17,15,19,42,40,38,81,65,88,95,19.87133,21.42717,63.05867,23.37517,23.4575,20.88983,15.24217,21.56033,71.86733,73.252,72.36967,2543750
"JEFFLOCKE","0",2014,"Jeff","Locke","Vikings","Jeff Locke","P",NA,1,64,68,48,63,72,66,45,50,48,36,15,20,21,15,10,10,10,10,12,12,55,44,36,28,18,10,35,12,10,10,26,18,31,21,29,10,88,85,23,20,20,10.01,65,87,97,19.66067,19.5725,10.0335,16.05433,17.03133,18.40333,16.95033,17.96633,10,10.26483,10.143,2540237
"JEFFLOCKE","0",2017,"Locke","Jeff","Colts","Jeff Locke","P",NA,1,75,73,48,63,71,60,45,50,48,45,15,20,21,15,10,10,10,10,12,12,55,44,36,28,18,10,35,12,10,10,26,18,31,21,29,10,88,80,23,20,20,10,65,87,97,20.835,19.96667,9.796,16.28967,17.18467,18.556,17.29983,17.60867,10,10.26733,10.117,2540237
"JEFFLOCKE","0",2018,"Locke","Jeff","49ers","Jeff Locke","P",28,2,73,73,48,63,71,57,45,50,48,36,15,20,21,15,10,10,10,10,12,12,55,44,36,28,18,10,35,12,10,10,26,18,31,21,29,10,88,80,23,20,20,10,65,87,97,20,17,10,17,18,19,18,17,10,10,10,2540237
"JEFFLOCKE","0",2015,"Locke","Jeff","Vikings","Jeff Locke","P",NA,1,66,73,48,63,72,68,45,50,48,36,15,20,21,15,10,10,10,10,12,12,55,44,36,28,18,10,35,12,10,10,26,18,31,21,29,10,87,86,23,20,20,10,65,87,97,19.64433,19.49083,9.961,16.11433,17.24333,18.39083,16.98433,17.80783,10,10.26483,10.165,2540237
"JEFFLOCKE","0",2016,"Locke","Jeff","Vikings","Jeff Locke","P",NA,1,74,72,48,63,71,55,45,50,48,45,15,20,21,15,10,10,10,10,12,12,55,44,36,28,18,10,35,12,10,10,26,18,31,21,29,10,88,84,23,20,20,10,65,87,97,21.10067,20.30217,9.887,16.43867,17.22467,18.35333,17.31983,17.64167,10.04,10.27733,10.18033,2540237
"JEFFMAEHL","0",2014,"Jeff","Maehl","Eagles","Jeff Maehl","WR",NA,8,64,84,45,88,89,67,82,67,34,10,40,65,72,29,72,86,69,78,76,37,75,15,10,5,10,5,32,15,10,10,35,29,23,29,14,15,17,17,45,46,40,61.76683,85,92,90,17.5875,21.03317,68.06233,26.36033,28.8905,19.93383,24.28317,17.75817,58.03183,55.6285,55.17267,2530713
"JEFFMAEHL","0",2015,"Maehl","Jeff","Eagles","Jeff Maehl","WR",NA,9,64,84,45,88,87,70,82,67,34,10.33333,40,65,72,29,72,86,69,78,76,37,75,15,10,6,10,6,32,15,10,10,35,29,23,29,14,15,17,17,45,46,40,62,85,92,90,18.5585,21.469,67.97833,26.23633,28.70383,20.06183,23.83317,17.82283,58.09767,55.56133,55.08767,2530713
"JEFFRICHARDS","00-0033187",2018,"Richards","Jeff","Chargers","Jeff Richards","CB",27,7,66,87,66,86,89,54,63,59,27,6,48,49,52,43,60,57,16,55,51,18,83,6,6,6,6,6,66,68,44,51,60,73,54,71,75,68,18,17,47,25,25,58,81,87,86,14,10,39,17,33,33,34,34,24,14,10,2558303
"JEFFTARPINIAN","0",2014,"Jeff","Tarpinian","Texans","Jeff Tarpinian","MLB",NA,3,69,83,65,75,79,74,44,50,27,5,55,33,42,50,39,42,15,15,15,15,79,5,5,5,5,5,83,71,66,45,70,79,75,60,72,54,22,25,45,45,45,11.7665,85,84,85,12.66683,12.44767,19.62067,15.8895,38.85733,42.57767,40.59967,40.675,13.12517,8.788,9.342,2530605
"JEFFTARPINIAN","0",2015,"Tarpinian","Jeff","Texans","Jeff Tarpinian","MLB",NA,5,68,84,65,75,90,74,44,50,27,6,55,33,42,50,39,42,15,15,15,15,79,6,6,6,6,6,81,71,66,45,70,78,74,60,69,54,22,25,45,45,45,12,85,84,85,12.87783,12.39117,19.83667,16.2455,38.67667,42.62767,40.56467,40.81667,13.146,8.511,7.139333,2530605
"JEFFTUEL","0",2014,"Jeff","Tuel","Bills","Jeff Tuel","QB",NA,4,64,80,59,74,75,48,45,66,83,72,35,25,44,40,50,52,10,10,12,12,79,81,69,66,75,60,18,12,10,10,15,35,10,12,15,10,22,22,10,15,14,10.06333,82,87,77,69.2715,51.36783,27.115,10.68617,14.6035,12.81167,13.79933,13.1935,10.56717,11.51667,11.00317,2541196
"JEFFTUEL","0",2015,"Tuel","Jeff","Jaguars","Jeff Tuel","QB",NA,3,66,83,57,73,87,60,45,62,81,68.66667,35,25,44,40,50,52,10,10,12,12,79,79,68,59,75,60,18,12,10,10,15,35,10,12,15,10,22,22,10,15,14,10,82,87,77,68.37467,52.06533,27.60817,10.71683,15.01383,13.146,13.68517,13.4455,10.1585,11.19833,10.88667,2541196
"JEHUCHESSON","00-0033464",2018,"Chesson","Jehu","Chiefs","Jehu Chesson","WR",24,6,67,90,65,88,87,65,84,73,30,16.66666667,53,67,81,64,67,76,64.66666667,82,83,64,91,20,15,15,15,6,42,38,10,17,44,49,18,23,30,15,19,15,55,52,48,60,80,92,88,20,22,69,35,35,29,29,27,65,65,64,2557866
"JEHUCHESSON","00-0033464",2017,"Chesson","Jehu","Chiefs","Jehu Chesson","WR",NA,5,68,90,65,88,87,61,84,73,30,35,53,69,81,64,67,76,63,82,85,66,91,20,15,15,15,6,42,38,10,17,44,49,18,23,30,15,19,15,55,59,48,60,80,92,88,20.1555,22.76483,72.0625,34.48183,35.98567,27.30533,30.15717,24.95467,68.1075,67.72017,68.031,2557866
"JEMEATHOMAS","0",2015,"Thomas","Jemea","Titans","Jemea Thomas","CB",NA,7,66,87,66,87,92,50,67,65,21,6,46,55,57,44,60,72,15,49,54,25,87,6,6,6,6,6,69,77,45,51,63,77,70,67,74,69,17,19,45,45,45,44,87,87,90,12.71367,11.66333,45.6835,16.00467,36.58217,39.65633,36.61933,36.63983,22.7045,18.65183,16.4715,2543808
"JEMEATHOMAS","0",2014,"Jemea","Thomas","Patriots","Jemea Thomas","FS",NA,3,69,88,66,87,89,40,67,65,21,5,46,55,57,44,60,72,15,49,54,25,87,5,5,5,5,5,69,77,45,51,63,77,70,67,74,69,17,19,45,45,45,46.37067,87,87,90,13.7325,13.26233,44.47933,15.58733,35.9755,39.65567,36.926,37.03483,21.32717,18.611,16.40417,2543808
"JEOFFREYPAGAN","0",2016,"Pagan","Jeoffrey","Texans","Jeoffrey Pagan","RE",NA,2,63,74,87,63,70,62,30,40,20,25,25,12,10,10,10,10,10,10,12,12,67,10,10,10,10,10,79,79,74,59,78,76,62,15,30,10,25,21,45,45,45,10,74,69,80,14.0625,15.70283,10.48533,18.21383,38.44367,43.11417,41.78967,40.11233,10.135,8.664333,5.481167,2543547
"JEOFFREYPAGAN","0",2014,"Jeoffrey","Pagan","Texans","Jeoffrey Pagan","RE",NA,2,64,71,87,63,69,52,30,40,20,10,25,12,10,10,10,10,10,10,12,12,67,10,10,10,10,10,79,82,72,57,85,76,65,15,30,10,25,21,45,45,45,9.518667,74,69,80,12.92033,13.7125,10.558,17.99283,39.00033,43.68267,41.48017,40.425,10.22,8.214333,5.391167,2543547
"JEOFFREYPAGAN","0",2015,"Pagan","Jeoffrey","Texans","Jeoffrey Pagan","LE",NA,2,66,74,87,63,70,52,30,40,20,10,25,12,10,10,10,10,10,10,12,12,67,10,10,10,10,10,79,82,72,57,85,76,65,15,30,10,25,21,45,45,45,10,74,69,80,13.082,12.86267,10.6645,17.0205,39.00033,43.68267,41.48017,40.425,10.48,7.245667,4.836833,2543547
"JERALDHAWKINS","0",2018,"Hawkins","Jerald","Steelers","Jerald Hawkins","LT",24,2,67,65,81,70,75,60,25,29,10,6,37,18,25,21,11,13,6.666667,10,12,12,55,6,6,6,6,6,26,22,10,10,17,21,24,16,12,10,8,7,72,78,72,10,91,86,89,10,12,8,73,78,71,73,73,10,5,5,2555420
"JERALDHAWKINS","0",2017,"Hawkins","Jerald","Steelers","Jerald Hawkins","LG",NA,3,66,65,81,70,75,58,25,29,10,8,37,18,25,21,11,13,10,10,12,12,55,6,6,6,6,6,26,22,10,10,17,21,24,16,12,10,8,7,72,78,76,10,91,86,89,10.2465,12.006,9.476,70.55967,75.60883,73.67817,76.74133,73.3515,10.14083,5.1615,6.068167,2555420
"JERALDHAWKINS","0",2016,"Hawkins","Jerald","Steelers","Jerald Hawkins","LT",NA,3,67,65,81,70,75,58,25,29,10,8,37,18,25,21,11,13,10,10,12,12,55,6,6,6,6,6,26,22,10,10,17,21,24,16,12,10,8,7,72,78,76,10,91,86,89,9.665,11.996,9.3625,73.21017,75.8485,73.73067,76.72733,74.16633,10.02,5.237333,5.636167,2555420
"JEREDBELL","0",2016,"Bell","Jered","49ers","Jered Bell","SS",NA,3,60,90,79,87,89,44,63,61,27,27,45,50,54,40,55,60,20,40,51,23,78,15,10,10,15,15,70,76,35,36,45,60,44,67,70,62,21,18,44,44,44,42,76,88,84,13.05417,17.35633,37.84667,15.79917,33.838,37.15333,36.40733,35.0345,23.94067,16.91833,15.32217,2556470
"JERELLADAMS","00-0032429",2017,"Adams","Jerell","Giants","Jerell Adams","TE",NA,3,66,84,72,78,87,59,77,70,30,29,70,44,65,57,58,61,60,69,70,63,81,15,10,6,10,6,33,27,17,17,29,28,22,14,21,17,21,19,63,61,65,18,77,83,86,10.90317,14.896,46.79933,48.6135,56.15417,61.53517,55.10533,58.1145,61.0585,56.7505,51.52317,2555311
"JERELLADAMS","00-0032429",2016,"Adams","Jerell","Giants","Jerell Adams","TE",NA,3,66,84,72,78,87,48,76,70,30,29,70,44,65,57,58,61,59,67,68,63,81,15,10,6,10,6,33,27,17,17,29,28,22,14,21,17,21,19,63,76,60,18,77,83,86,10.98067,14.909,47.03533,48.9795,66.57667,59.4635,69.6315,54.62467,60.11083,56.60517,51.41483,2555311
"JERELLADAMS","00-0032429",2018,"Adams","Jerell","Giants","Jerell Adams","TE",25,3,67,84,72,78,87,63,78,70,30,10.33333,70,44,65,57,58,61,58,71,74,63,81,15,10,6,10,6,33,27,17,17,29,28,22,14,21,17,21,19,63,62,56,18,77,83,86,10,14,42,48,61,55,52,50,63,58,53,2555311
"JEREMIAHATTAOCHU","00-0031258",2018,"Attaochu","Jeremiah","49ers","Jeremiah Attaochu","ROLB",25,2,73,85,73,81,87,69,47,55,27,6,45,25,35,40,45,40,9,35,40,35,88,6,6,6,6,6,78,75,67,76,72,80,69,57,62,45,39,35,77,45,45,10,80,82,87,16,12,15,17,45,45,45,45,15,8,4,2543717
"JEREMIAHATTAOCHU","00-0031258",2016,"Attaochu","Jeremiah","Chargers","Jeremiah Attaochu","LOLB",NA,1,81,86,73,76,88,78,46,55,27,24,45,25,35,40,45,40,15,35,40,35,88,6,6,6,6,6,78,75,84,75,86,85,78,61,66,45,39,35,45,45,45,10,80,82,90,16.5825,15.39767,14.20017,15.67733,39.27867,43.05567,41.53533,40.906,19.046,13.01867,8.737,2543717
"JEREMIAHATTAOCHU","00-0031258",2017,"Attaochu","Jeremiah","Chargers","Jeremiah Attaochu","ROLB",NA,1,80,86,73,82,88,78,47,55,27,24,45,25,35,40,45,40,15,35,40,35,88,6,6,6,6,6,78,75,75,84,75,85,78,57,62,45,39,35,77,45,45,10,80,82,87,17.08167,16.001,13.937,17.289,44.565,44.98,44.91333,44.9425,18.3245,11.49267,7.293,2543717
"JEREMIAHATTAOCHU","00-0031258",2015,"Attaochu","Jeremiah","Chargers","Jeremiah Attaochu","ROLB",NA,2,73,86,65,76,91,67,46,55,27,6,45,25,35,40,45,40,15,35,40,35,88,6,6,6,6,6,72,75,89,79,68,85,65,55,60,45,39,35,45,45,45,10,80,82,90,14.7275,14.93967,16.042,15.75783,40.06267,42.94667,41.54333,41.1715,18.79833,13.54183,8.651,2543717
"JEREMIAHGEORGE","00-0031018",2015,"George","Jeremiah","Jaguars","Jeremiah George","MLB",NA,2,67,83,76,75,88,56,55,45,27,6,44,35,35,40,25,25,15,42,45,15,89,6,6,6,6,6,84,75,68,55,76,77,70,72,67,66,20,20,45,45,45,21,77,88,92,12.98417,12.34417,21.23467,14.81217,40.48267,42.86583,40.75883,40.7705,18.1485,9.287,7.631667,2543594
"JEREMIAHGEORGE","00-0031018",2018,"George","Jeremiah","Colts","Jeremiah George","MLB",26,3,67,84,76,75,88,65,55,45,27,6,44,35,35,40,25,25,8.333333333,42,45,15,89,6,6,6,6,6,84,75,59,49,74,79,65,60,55,61,20,20,74,45,45,21,77,88,92,15,12,20,14,45,45,45,45,15,5,5,2543594
"JEREMIAHGEORGE","00-0031018",2017,"George","Jeremiah","Colts","Jeremiah George","MLB",NA,4,66,84,76,75,88,61,55,45,27,30,44,35,35,40,25,25,15,42,45,15,89,6,6,6,6,6,84,75,68,55,77,78,61,72,67,61,20,20,74,45,45,21,77,88,92,13.73783,13.89817,21.18233,14.946,44.962,44.9825,44.892,44.988,17.692,8.441167,6.213,2543594
"JEREMIAHGEORGE","00-0031018",2016,"George","Jeremiah","Buccaneers","Jeremiah George","ROLB",NA,2,68,83,76,75,87,61,55,45,27,30,44,35,35,40,25,25,15,42,45,15,89,6,6,6,6,6,84,75,68,55,77,78,61,72,67,66,20,20,45,45,45,21,77,88,92,15.43217,15.4485,21.38917,14.68983,40.08933,42.66483,41.365,40.63533,18.87283,10.10967,7.598333,2543594
"JEREMIAHGEORGE","00-0031018",2014,"Jeremiah","George","Jets","Jeremiah George","MLB",NA,3,66,82,76,75,86,54,55,45,27,5,44,35,35,40,25,25,15,42,45,15,89,5,5,5,5,5,83,75,68,55,76,74,70,72,67,66,20,20,45,45,45,16.1965,77,88,92,12.76667,12.34667,21.33733,15.36767,40.42667,42.97583,40.73883,40.73717,17.91433,10.68567,8.178333,2543594
"JEREMIAHLEDBETTER","00-0033582",2018,"Ledbetter","Jeremiah","Lions","Jeremiah Ledbetter","DT",24,3,71,78,85,69,85,67,34,28,33,6,25,14,18,25,14,17,10.33333,24,18,15,81,6,6,6,6,6,78,82,61,75,68,77,67,23,31,15,21,25,81,45,45,10,84,74,91,10,12,10,31,45,45,45,45,17,9,5,2558124
"JEREMIAHLEDBETTER","00-0033582",2017,"Ledbetter","Jeremiah","Lions","Jeremiah Ledbetter","DT",NA,7,63,79,83,69,86,52,34,28,33,19,25,14,18,25,14,17,17,24,18,15,81,6,6,6,6,6,77,82,62,76,71,73,52,23,31,15,21,25,81,45,45,10,84,74,91,12.02867,13.54767,11.13717,26.46717,44.68017,44.9115,44.927,44.64167,16.4655,8.488667,5.181833,2558124
"JEREMIAHPOUTASI","0",2015,"Poutasi","Jeremiah","Titans","Jeremiah Poutasi","RT",NA,3,68,62,86,49,74,56,25,40,21,6,25,12,10,30,10,10,10,10,12,12,76,6,6,6,6,6,35,20,20,15,30,25,20,13,15,10,20,24,68,82,73,10,77,69,92,8.191833,12,6.486167,69.55017,78.094,74.10367,78.55167,71.65117,10.09867,5.229333,5.271,2552590
"JEREMIAHPOUTASI","0",2017,"Poutasi","Jeremiah","Jaguars","Jeremiah Poutasi","RG",NA,2,69,62,86,49,74,74,25,40,21,24,25,12,10,30,10,10,10,10,12,12,76,6,6,6,6,6,35,20,20,15,30,25,20,13,15,10,20,24,68,80,70,10,77,74,92,14.33483,13.97717,6.7055,68.42867,77.3245,70.68167,78.1205,69.61783,10.024,5.391333,5.1575,2552590
"JEREMIAHPOUTASI","0",2016,"Poutasi","Jeremiah","Titans","Jeremiah Poutasi","LG",NA,2,68,62,86,49,73,74,25,40,21,24,25,12,10,30,10,10,10,10,12,12,76,6,6,6,6,6,35,20,20,15,30,25,20,13,15,10,20,24,68,80,70,10,77,69,92,13.88317,13.56017,6.7675,67.59367,77.26983,70.59833,78.30117,69.68133,10.074,5.589333,5.446833,2552590
"JEREMIAHPOUTASI","0",2018,"Poutasi","Jeremiah","Broncos","Jeremiah Poutasi","LG",24,3,68,62,86,49,74,74,25,40,21,6,25,12,10,30,10,10,6.666667,10,12,12,76,6,6,6,6,6,35,20,20,15,30,25,20,13,15,10,20,24,68,80,70,10,77,74,92,14,12,7,69,75,71,80,70,10,5,5,2552590
"JEREMIAHSIRLES","0",2016,"Sirles","Jeremiah","Vikings","Jeremiah Sirles","RT",NA,3,62,59,74,60,73,54,35,40,30,30,25,11,10,30,10,10,15,15,15,15,69,6,6,6,6,6,41,24,10,10,20,25,15,12,15,10,25,25,77,71,75,10,94,92,86,11.18383,13.5955,7.275667,72.73633,70.53783,72.05317,68.88633,71.99917,15.07867,5.982667,5.371333,2550462
"JEREMIAHSIRLES","0",2018,"Sirles","Jeremiah","Panthers","Jeremiah Sirles","LG",27,1,65,60,78,60,74,72,35,40,30,6,25,11,10,30,10,10,8.333333,15,15,15,69,6,6,6,6,6,41,24,10,10,20,25,15,12,15,10,25,25,77,72,69,10,94,92,86,12,12,6,78,72,69,68,68,15,5,5,2550462
"JEREMIAHSIRLES","0",2017,"Sirles","Jeremiah","Vikings","Jeremiah Sirles","RT",NA,2,68,60,78,60,74,66,35,40,30,30,25,11,10,30,10,10,15,15,15,15,69,6,6,6,6,6,41,24,10,10,20,25,15,12,15,10,25,25,77,76,73,10,94,92,86,12.17583,13.653,6.3505,75.8805,73.69233,72.9935,74.98783,71.88633,15.112,5.766,5.2,2550462
"JEREMIAHVALOAGA","00-0033758",2018,"Valoaga","Jeremiah","Lions","Jeremiah Valoaga","RE",23,3,65,65,68,77,79,63,46,41,28,6,42,33,33,42,20,28,15,45,41,26,78,6,6,6,6,6,73,70,71,78,67,73,63,43,48,28,15,15,77,45,45,10,78,87,84,13,12,23,17,45,45,45,45,21,14,10,2559310
